     0.900090      1.39643
     0.900290      6.86447
     0.900490      5.74379
     0.900690      1.14271
     0.900890      1.21196
     0.901090      1.19801
     0.901290      1.25514
     0.901490      1.14941
     0.901690      1.25573
     0.901890      1.03281
     0.902090      1.24378
     0.902290      1.25658
     0.902490      1.13678
     0.902690      1.24373
     0.902890      1.10841
     0.903090      1.24834
     0.903290      1.21992
     0.903490      1.23227
     0.903690      1.25288
     0.903890      1.25953
     0.904090      3.46182
     0.904290      1.23052
     0.904490      1.20090
     0.904690      1.25624
     0.904890      1.25098
     0.905090      3.15055
     0.905290      3.81624
     0.905490      1.18767
     0.905690      1.25289
     0.905890      1.25496
     0.906090      1.25421
     0.906290      1.19997
     0.906490      1.21094
     0.906690      1.21683
     0.906890      1.24943
     0.907090      1.07095
     0.907290      1.21781
     0.907490      1.10656
     0.907690      1.18548
     0.907890      1.25215
     0.908090      1.21232
     0.908290      1.08814
     0.908490      1.21770
     0.908690      1.24645
     0.908890      1.09487
     0.909090      1.24274
     0.909290      1.21728
     0.909490      1.94458
     0.909690      1.18400
     0.909890      1.24083
     0.910090      1.21447
     0.910290      1.08275
     0.910490      2.69345
     0.910690      1.26989
     0.910890      1.13094
     0.911090      1.17929
     0.911290      1.24400
     0.911490      1.24124
     0.911690      1.24276
     0.911890      1.21119
     0.912090      1.05155
     0.912290      1.23561
     0.912490      1.24532
     0.912690      1.21429
     0.912890      1.23987
     0.913090      1.16272
     0.913290      1.08119
     0.913490      1.21480
     0.913690      1.18109
     0.913890      1.01346
     0.914090      1.23631
     0.914290      1.22291
     0.914490      1.23178
     0.914690      1.20783
     0.914890      1.23135
     0.915090      1.23173
     0.915290      1.20065
     0.915490      1.28803
     0.915690      1.16069
     0.915890      1.04324
     0.916090      1.23643
     0.916290      1.39247
     0.916490      1.42048
     0.916690      1.21997
     0.916890      1.23417
     0.917090      1.18889
     0.917290      1.22629
     0.917490      1.17514
     0.917690      1.06109
     0.917890      1.15614
     0.918090      1.21726
     0.918290      1.20971
     0.918490      1.22243
     0.918690      1.13247
     0.918890      1.22647
     0.919090      1.23456
     0.919290      1.22575
     0.919490      1.20242
     0.919690      1.19836
     0.919890      1.16567
     0.920090      1.22867
     0.920290      1.23247
     0.920490      1.23423
     0.920690      1.22861
     0.920890      1.20609
     0.921090      1.21060
     0.921290      1.23003
     0.921490      1.21457
     0.921690      1.19052
     0.921890      1.23323
     0.922090      1.21413
     0.922290      1.22875
     0.922490      1.21741
     0.922690      1.25973
     0.922890      1.25552
     0.923090      1.22042
     0.923290      1.20920
     0.923490      1.21294
     0.923690      1.20203
     0.923890      1.21799
     0.924090      1.18645
     0.924290      1.21333
     0.924490      1.21353
     0.924690      1.19222
     0.924890      1.18284
     0.925090      1.22272
     0.925290      1.18081
     0.925490      1.21330
     0.925690      1.21188
     0.925890      1.22111
     0.926090      1.21607
     0.926290      1.17657
     0.926490      1.19681
     0.926690      1.22201
     0.926890      1.21723
     0.927090      1.21655
     0.927290      1.21352
     0.927490      1.18687
     0.927690      1.20683
     0.927890      1.19920
     0.928090      1.10169
     0.928290      1.15164
     0.928490      1.20523
     0.928690      1.14535
     0.928890      1.16015
     0.929090      1.16912
     0.929290      1.18016
     0.929490      1.17055
     0.929690      1.08910
     0.929890      1.17647
     0.930090      1.09099
     0.930290      1.02614
     0.930490      1.16570
     0.930690      1.07832
     0.930890      9.07669
     0.931090      7.79077
     0.931290      2.18895
     0.931490      12.7929
