      0.56172025	1
      0.60760197	1
      0.60978508	1
      0.61301460	1
      0.61447627	1
      0.61652995	1
      0.61739859	1
      0.62176583	1
      0.62190014	1
      0.62448472	1
      0.62501338	1
      0.62542833	1
      0.62682285	1
      0.63065327	1
      0.63361793	1
      0.63847564	1
      0.63864819	1
      0.64040159	1
      0.64047827	1
      0.65083262	1
      0.65346873	1
      0.66007758	1
      0.67188974	1
      0.69313789	1
      0.70259874	1
      0.70343524	1
      0.71759155	1
      0.72471632	1
      0.74909335	1
      0.75378490	1
      0.75461217	1
      0.83293415	1
      0.83799089	1
      0.83900747	1
      0.84976936	1
      0.85936180	1
      0.86370194	1
      0.86567601	1
      0.86910076	1
      0.89219500	1
       1.0801078	1
       1.0847511	1
